TextID,URL,Label,totalWordsCount,semanticobjscore,semanticsubjscore,CC,CD,DT,EX,FW,INs,JJ,JJR,JJS,LS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,SYM,TOs,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB,baseform,Quotes,questionmarks,exclamationmarks,fullstops,commas,semicolon,colon,ellipsis,pronouns1st,pronouns2nd,pronouns3rd,compsupadjadv,past,imperative,present3rd,present1st2nd,sentence1st,sentencelast,txtcomplexity,site
Text0696,http://www.foxsportsdetroit.com/03/09/13/Big-Ten-title-goes-through-Michigan/landing_um.html?blockID=876609&feedID=3701,1,839,46,23,19,82,0,10,102,65,0,1,0,20,182,4,0,56,0,0,21,7,33,0,0,10,0,27,0,2,11,15,11,14,19,4,2,0,6,0,31,0,0,0,36,46,0,0,0,0,0,17,1,11,2,19,14,0,1,20,www.foxsportsdetroit.com
Text0697,http://msn.foxsports.com/golf/story/tiger-woods-returns-to-torrey-pines-at-key-moment-for-his-game-012213,1,1019,49,26,24,91,4,11,113,62,4,0,0,7,171,3,0,53,0,4,48,20,58,2,3,0,0,31,0,5,41,17,15,13,41,4,4,0,6,0,23,0,2,0,46,66,0,2,0,5,4,38,9,41,5,41,13,1,1,31,msn.foxsports.com
Text0698,http://msn.foxsports.com/golf/story/tiger-woods-rory-mcilroy-new-nike-television-ad-cute-but-both-missing-cut-in-abu-dhabi-stinks-011813,1,738,42,11,21,72,0,13,84,60,1,1,0,9,132,4,0,34,1,8,27,17,45,3,0,1,0,14,0,1,42,13,15,3,16,4,8,0,4,0,18,2,1,0,28,27,0,0,0,0,0,31,5,42,1,16,3,1,1,25,msn.foxsports.com
Text0699,http://msn.foxsports.com/nfl/story/Paul-Tagliabue-New-Orleans-Saints-vacates-player-suspensions-121112,0,1448,72,28,31,140,2,14,156,95,1,2,0,9,302,7,0,125,1,0,27,15,66,2,0,7,13,43,0,3,100,36,47,12,16,10,8,1,4,0,40,25,0,1,60,69,0,1,0,2,1,29,5,100,3,16,12,1,1,22,msn.foxsports.com
Text0700,http://www.nba.com/pistons/features/blaha_110113.html,1,946,58,19,15,100,1,29,98,46,6,5,0,16,119,4,0,44,0,4,80,13,58,2,0,4,1,30,0,15,16,12,12,37,43,2,5,0,7,0,43,0,1,0,44,22,0,0,0,6,14,50,13,16,15,43,37,1,1,19,www.nba.com
Text0701,http://msn.foxsports.com/olympics/story/Shaun-White-wins-sixth-straight-snowboarding-title-at-Winter-X-Games-012713,1,917,57,22,7,87,2,10,104,73,3,6,0,6,173,5,0,30,0,2,35,20,53,1,0,11,5,24,0,4,71,19,19,7,15,2,8,0,5,0,22,0,1,0,50,47,0,0,0,3,2,40,10,71,4,15,7,1,1,20,msn.foxsports.com
Text0702,http://msn.foxsports.com/nhl/story/nhl-lockout-gary-bettman-donald-fehr-new-labor-deal-questions-answers-010613,1,1469,80,12,48,184,4,4,147,109,4,5,0,32,290,4,0,112,0,5,16,5,64,3,7,12,0,46,0,8,51,18,32,19,18,13,15,0,6,0,32,0,7,0,63,37,0,1,0,1,1,8,19,51,8,18,19,1,1,20,msn.foxsports.com
Text0703,http://thecommentaryboxblog.wordpress.com/2013/02/09/the-bull-is-back-rafas-return/,1,457,40,16,13,43,1,10,51,34,3,2,0,4,104,0,0,24,0,4,7,11,23,2,0,3,0,9,0,4,11,11,17,4,15,1,3,0,1,0,14,0,0,1,15,15,2,1,0,1,0,16,7,11,4,15,4,1,1,25,thecommentaryboxblog.wordpress.com
Text0704,http://msn.foxsports.com/nfl/story/san-francisco-49ers-colin-kaepernick-dazzles-defies-labels-in-playoff-win-over-green-bay-packers-aaron-rodgers-011213,1,1095,60,22,17,95,3,14,129,59,5,3,0,11,188,7,0,58,0,3,67,14,51,2,2,3,0,34,1,14,39,23,17,15,42,8,8,0,8,0,36,2,2,0,56,52,0,0,0,9,4,46,12,39,14,42,15,1,1,20,msn.foxsports.com
Text0705,http://msn.foxsports.com/nfl/story/new-england-patriots-rob-ninkovich-finds-niche-as-big-playmaker-011813,1,1150,63,38,27,108,2,27,120,83,1,1,0,8,235,0,0,60,0,4,46,14,49,3,0,5,0,25,0,14,62,31,20,12,39,1,4,0,6,0,36,1,1,0,65,31,0,0,0,2,3,33,5,62,14,39,12,1,1,23,msn.foxsports.com
Text0706,http://msn.foxsports.com/ufc/story/ufc-luke-rockhold-should-get-shot-at-anderson-silva-012313,1,788,53,19,17,77,1,23,100,47,2,1,0,18,182,1,0,18,0,6,30,8,41,2,1,13,0,25,0,7,13,21,15,2,29,1,2,0,1,0,18,1,1,0,41,24,0,0,0,0,2,27,6,13,7,29,2,1,1,18,msn.foxsports.com
Text0707,http://www.football365.com/mailbox/8434465/-Man-United-Is-Best-Place-For-Zaha...-,1,2589,120,59,30,193,5,67,238,169,8,12,0,33,525,2,0,132,4,0,120,43,133,3,2,12,3,56,3,31,31,43,60,97,54,6,13,0,23,0,98,0,14,2,67,181,0,8,0,50,13,48,25,31,31,54,97,0,1,22,www.football365.com
Text0708,http://www.nba.com/pistons/features/blaha_120216.html,1,794,57,21,7,84,1,21,82,47,3,1,0,8,124,8,0,39,1,2,60,10,55,0,0,3,0,22,0,7,31,12,14,21,33,2,5,0,9,0,29,0,0,0,36,21,0,0,0,9,5,34,4,31,7,33,21,1,1,20,www.nba.com
Text0709,http://www.football365.com/mailbox/8438967/Which-Grounds-Do-You-Hate-Visiting-,1,2965,184,95,20,251,2,96,290,222,7,11,0,31,569,9,0,128,5,0,106,73,202,4,1,17,1,82,1,31,111,55,82,67,56,11,14,0,19,0,86,5,12,4,113,121,3,7,0,23,19,70,23,111,31,56,67,1,1,17,www.football365.com
Text0710,http://msn.foxsports.com/mlb/story/2012-american-league-worst-teams-striving-to-improve-this-offseason-blue-jays-red-sox-royals-indians-mariners-twins-011813,1,1678,87,34,46,162,4,39,164,144,7,13,0,21,364,4,0,104,1,14,41,25,70,4,2,7,0,34,0,11,57,25,23,23,36,7,7,0,4,0,56,0,4,0,87,68,4,6,0,3,4,48,26,57,11,36,23,1,1,17,msn.foxsports.com
Text0711,http://www.dailystar.co.uk/posts/view/299309,1,661,30,13,14,69,0,6,75,47,0,5,0,5,162,1,0,24,0,10,18,12,26,0,0,5,0,22,1,3,41,10,14,6,5,0,1,0,5,0,20,0,0,2,29,27,0,0,0,2,1,20,5,41,3,5,6,1,1,20,www.dailystar.co.uk
Text0712,http://msn.foxsports.com/nfl/story/Super-Bowl-XLVII-contenders-Baltimore-Ravens-New-England-Patriots-San-Francisco-49ers-Atlanta-Falcons-by-the-numbers-011613,1,3575,214,60,199,303,6,41,382,300,11,16,0,17,889,9,0,251,0,58,36,33,97,4,3,8,0,45,0,14,119,82,61,41,106,13,14,3,11,0,74,0,1,0,177,85,1,42,0,2,1,54,34,119,14,106,41,1,1,19,msn.foxsports.com
Text0713,"http://www.skysports.com/opinion/story/0,25212,12088_8330207,00.html",1,1509,88,55,15,144,6,29,176,93,7,3,0,34,266,5,0,63,0,0,69,20,125,3,0,7,0,37,0,13,46,27,21,48,36,7,17,0,14,0,48,0,9,1,46,49,4,1,0,3,11,51,13,46,13,36,48,1,1,26,www.skysports.com
Text0714,http://msn.foxsports.com/nfl/story/marcus-lattimore-south-carolina-gamecocks-knee-injury-visits-senior-bowl-wants-to-shows-nfl-he-can-play-012413,1,1013,66,17,21,98,0,19,95,67,7,1,0,13,190,4,0,39,1,6,48,12,46,3,0,1,0,27,0,8,46,29,17,24,36,5,7,0,6,0,19,0,0,0,58,32,0,0,0,6,6,31,11,46,8,36,24,1,1,26,msn.foxsports.com
Text0715,http://www.nba.com/pistons/features/blaha_120126b.html,1,863,57,15,12,106,6,12,115,39,5,5,0,15,149,2,0,35,0,1,42,13,53,2,1,4,0,19,1,11,18,24,5,29,29,3,8,0,6,0,25,0,0,0,36,32,0,0,0,6,13,25,13,18,11,29,29,1,1,22,www.nba.com
Text0716,http://www.bbc.co.uk/sport/0/formula1/21725864,1,1329,112,27,29,143,6,0,181,107,9,4,0,17,279,0,0,59,1,0,31,18,65,2,0,6,0,37,0,5,28,30,44,23,39,10,7,0,4,0,37,6,3,0,50,61,0,0,0,0,0,36,15,28,5,39,23,1,1,24,www.bbc.co.uk
Text0717,http://msn.foxsports.com/foxsoccer/premierleague/story/roberto-mancini-dismisses-latest-mario-balotelli-to-ac-milan-rumor-012513,1,242,9,2,2,25,2,1,27,17,0,0,0,1,68,0,0,16,0,0,4,5,4,1,0,0,2,5,0,0,9,6,9,6,9,0,0,0,2,0,6,5,0,0,11,5,0,5,0,0,0,9,1,9,0,9,6,1,1,18,msn.foxsports.com
Text0718,http://msn.foxsports.com/nfl/story/ray-lewis-baltimore-ravens-retiring-after-career-of-never-letting-anyone-quit-on-talent-010213,1,683,31,12,8,59,3,2,80,32,5,2,0,11,90,9,0,39,0,2,56,15,45,1,0,5,0,14,0,7,37,14,13,10,28,4,7,0,6,0,23,0,1,0,47,27,0,0,0,5,4,48,8,37,7,28,10,1,1,13,msn.foxsports.com
Text0719,http://msn.foxsports.com/nfl/story/nfl-jets-tim-tebow-might-be-selfish-but-that-does-not-mean-he-cannot-play-quarterback-122812,1,959,57,19,9,102,0,27,103,52,5,3,0,12,169,3,0,36,0,0,61,2,62,0,1,2,2,21,0,8,41,23,20,21,40,2,8,0,8,0,27,0,7,0,60,31,0,1,0,3,5,40,9,41,8,40,21,1,1,14,msn.foxsports.com
Text0720,http://msn.foxsports.com/golf/story/tiger-woods-wraps-up-season-at-world-challenge-120312,1,1012,68,18,26,79,2,13,111,75,4,3,0,13,157,4,0,56,0,9,45,21,69,1,1,6,0,31,0,11,39,14,22,9,25,4,2,0,2,0,30,0,3,0,41,47,0,1,0,1,0,45,9,39,11,25,9,1,1,28,msn.foxsports.com
Text0721,http://www.football365.com/f365-features/8425430/Has-Brain-Mechanic-Fixed-Pool-Flops-,1,880,34,27,3,95,2,0,109,60,6,3,0,16,175,3,0,72,1,0,18,9,38,3,1,1,0,29,0,3,26,21,24,10,22,5,7,0,5,0,28,1,3,0,30,41,1,0,0,1,3,20,13,26,3,22,10,1,1,25,www.football365.com
Text0722,http://msn.foxsports.com/nfl/story/Chip-Kelly-Philadelphia-Eagles-Oregon-Ducks-hiring-comes-at-suspicious-time-011613,1,950,50,15,5,81,0,4,92,59,2,3,0,26,154,11,0,55,0,4,45,15,71,1,0,4,0,26,0,3,47,15,18,18,22,3,5,1,7,0,35,1,1,1,54,60,0,0,0,2,3,41,6,47,3,22,18,1,1,16,msn.foxsports.com
Text0723,http://www.foxsportsnorth.com/02/21/13/-Vikings-sticking-to-plan-to-keep-Harvin/landing_mnvikings.html?blockID=867681&feedID=5930,1,102,8,0,2,9,0,2,12,10,0,0,0,0,33,1,0,8,0,0,2,0,1,0,0,0,0,2,0,1,3,2,3,0,3,0,0,0,0,0,3,0,0,0,3,2,0,0,0,0,0,2,0,3,1,3,0,1,1,20,www.foxsportsnorth.com
Text0724,http://msn.foxsports.com/nfl/story/sean-payton-dallas-cowboys-jerry-jones-it-will-not-work,1,927,37,30,8,71,3,8,103,53,1,1,0,19,175,6,0,61,0,6,56,8,56,0,2,1,0,33,1,9,34,18,15,7,31,2,5,0,7,0,27,0,7,1,55,40,0,1,0,3,3,39,4,34,9,31,7,1,1,14,msn.foxsports.com
Text0725,http://www.nba.com/pistons/features/blaha_121220.html,1,1069,64,24,11,112,1,24,99,58,2,3,0,21,143,1,0,48,1,2,91,5,80,2,0,6,1,41,0,5,19,15,20,45,45,2,9,0,13,0,44,0,0,0,56,44,1,0,0,9,19,42,7,19,5,45,45,0,1,18,www.nba.com
Text0726,http://www.nba.com/pistons/features/blaha_120312.html,1,825,59,12,5,72,4,10,62,54,3,3,0,21,142,0,0,35,1,4,71,11,55,0,0,6,1,17,1,9,20,8,17,24,42,2,4,0,10,0,33,0,2,0,41,27,0,1,0,4,15,41,6,20,9,42,24,1,1,18,www.nba.com
Text0727,http://msn.foxsports.com/nba/story/guard-delonte-west-acquired-by-texas-legends-of-nba-development-league-012513,1,199,5,3,8,18,0,7,24,14,2,0,0,1,56,0,0,12,0,0,3,3,7,0,0,1,0,3,0,0,7,1,0,3,2,1,1,0,1,0,6,0,0,0,9,13,0,0,0,0,0,4,2,7,0,2,3,1,1,18,msn.foxsports.com
Text0728,http://msn.foxsports.com/nascar/story/kevin-harvick-leaving-Richard-Childress-Racing-looking-for-grand-finale-,1,1658,94,33,43,156,2,44,189,79,4,2,0,18,312,5,0,69,1,0,102,18,82,0,0,7,0,54,0,19,48,32,31,48,67,3,9,0,16,0,69,1,3,4,88,58,0,1,0,27,22,40,6,48,19,67,48,1,1,16,msn.foxsports.com
Text0729,http://uk.reuters.com/article/2013/02/19/uk-soccer-england-cup-bradford-idUKBRE91I17320130219,1,640,42,8,23,57,2,9,78,57,3,0,0,7,179,2,0,41,0,0,6,9,22,0,1,2,6,8,0,0,14,16,13,6,17,5,7,1,1,0,15,11,0,0,26,16,0,2,0,0,0,10,4,14,0,17,6,1,1,22,uk.reuters.com
Text0730,http://msn.foxsports.com/golf/story/rory-mcilroy-sits-on-tiger-woods-throne-111412,1,1052,71,14,18,99,1,7,99,40,7,3,0,20,178,2,0,45,0,8,40,25,87,3,0,4,0,36,0,15,33,31,20,11,38,2,4,1,4,0,36,1,4,0,50,52,0,0,0,4,9,41,13,33,15,38,11,1,1,25,msn.foxsports.com
Text0731,http://www.nba.com/pistons/features/truebluepistons_130212.html,1,1141,76,28,41,120,0,7,107,80,14,1,0,10,172,1,0,62,3,16,52,11,48,4,0,8,0,44,0,11,24,27,23,32,44,5,2,0,7,0,30,0,1,1,46,53,0,1,0,5,10,22,19,24,11,44,32,1,1,30,www.nba.com
Text0732,http://msn.foxsports.com/golf/story/2020-us-open-return-winged-foot-phil-mickelson-famous-2006-collapse-012713,1,636,45,10,23,63,0,27,62,72,1,5,0,6,144,2,0,33,1,0,14,13,23,0,1,4,2,11,0,1,29,10,7,6,5,0,1,0,6,0,19,8,0,0,56,20,0,0,0,0,1,18,7,29,1,5,6,1,1,10,msn.foxsports.com
Text0733,http://allball.blogs.nba.com/2013/01/24/horry-scale-derozan-nails-magic/,1,903,69,15,26,121,1,11,103,66,3,0,0,3,202,6,0,45,0,11,15,7,32,3,0,10,2,16,1,3,38,25,8,6,19,3,3,0,2,0,20,0,8,1,52,35,0,2,0,1,4,9,6,38,3,19,6,1,1,14,allball.blogs.nba.com
Text0734,http://msn.foxsports.com/mlb/story/quiet-justin-upton-not-the-kind-of-intense-player-arizona-diamondbacks-want-trade-to-atlanta-braves-hot-stove-012413,1,1155,60,26,27,114,0,14,97,72,3,3,0,16,233,6,0,57,2,8,39,13,66,3,2,2,0,24,0,9,41,18,13,19,40,2,13,0,7,0,29,0,8,0,72,71,2,0,0,10,1,32,11,41,9,40,19,1,1,18,msn.foxsports.com
Text0735,http://msn.foxsports.com/nascar/story/rolex-24-scott-pruett-wine-business-finds-success-012613,1,323,14,6,13,28,0,2,32,18,0,0,0,0,97,1,0,12,2,3,12,8,9,0,0,0,0,5,0,2,6,4,7,4,18,0,2,0,2,0,6,1,0,0,19,14,0,0,0,3,1,13,0,6,2,18,4,1,1,19,msn.foxsports.com
Text0736,http://msn.foxsports.com/nba/story/david-stern-christmas-day-games-dont-mean-war-on-christmas-122012,1,1076,67,28,11,91,2,13,144,64,6,0,0,12,182,4,0,69,1,2,64,14,52,2,0,4,0,23,0,10,14,24,17,36,48,3,10,1,15,0,35,0,8,0,53,36,0,1,0,35,3,26,8,14,10,48,36,1,1,18,msn.foxsports.com
Text0737,http://msn.foxsports.com/nfl/story/new-york-giants-fall-short-disappointing-2012-season-123012,1,1545,89,35,47,182,3,13,172,96,1,6,0,15,249,7,0,97,1,13,52,24,78,3,2,10,0,43,0,11,88,29,26,23,21,9,7,0,9,0,52,0,1,1,49,71,1,3,0,18,12,23,12,88,11,21,23,1,1,39,msn.foxsports.com
Text0738,http://msn.foxsports.com/foxsoccer/championsleague/story/spartak-moscow-vs-barcelona-preview-lionel-messi-approaching-goal-scoring-record-111912,1,748,50,18,17,63,4,5,90,64,5,3,0,3,140,2,0,44,0,9,20,9,51,2,0,4,0,17,0,7,11,17,16,12,33,1,3,0,4,0,25,0,4,0,39,33,2,1,0,12,0,8,10,11,7,33,12,1,1,16,msn.foxsports.com
Text0739,http://msn.foxsports.com/nba/story/new-york-knicks-amare-stoudemire-debut-doesn%27t-answer-questions-010113,1,1454,77,21,45,135,5,20,154,92,5,3,0,22,250,6,0,67,1,12,59,30,72,3,0,7,1,47,0,7,73,15,30,15,20,4,7,0,11,0,50,0,0,0,47,80,0,4,0,13,4,38,11,73,7,20,15,0,1,42,msn.foxsports.com
Text0740,http://msn.foxsports.com/mlb/story/san-francisco-giants-buster-posey-long-term-value-not-easy-to-determine-012213,1,1538,87,29,79,148,0,14,165,107,8,7,0,39,263,4,0,88,2,16,45,26,80,4,0,4,0,32,2,14,28,35,22,24,31,9,8,0,12,0,31,0,6,1,58,75,0,2,0,1,3,48,19,28,14,31,24,1,1,22,msn.foxsports.com
Text0741,http://msn.foxsports.com/nascar/story/Jeff-Gordon-Clint-Bowyer-end-season-focused-on-racing-not-incident-111912,1,506,25,15,11,52,1,7,63,29,2,2,0,7,108,3,0,27,1,2,18,4,27,0,0,6,0,13,0,2,29,8,7,8,4,6,0,0,2,0,13,0,0,0,17,26,0,0,0,0,1,16,4,29,2,4,8,1,1,26,msn.foxsports.com
Text0742,http://msn.foxsports.com/nascar/story/dale-earnhardt-jr-michael-waltrip-racing-surprising-performances-in-2012-120412,1,1302,72,31,33,144,3,53,148,73,1,1,0,15,257,1,0,47,0,1,59,11,76,1,0,2,0,31,0,8,71,27,18,29,26,7,6,0,3,0,44,1,2,0,62,45,1,0,0,6,6,42,3,71,8,26,29,1,1,17,msn.foxsports.com
Text0743,http://msn.foxsports.com/nfl/story/after-philadelphia-eagles-fiasco-why-is-andy-reid-hot-coaching-commodity-kansas-city-chiefs-clark-hunt-010313,1,1140,66,30,20,103,5,21,121,92,4,2,0,8,265,4,0,61,1,8,34,30,42,0,0,4,0,26,0,12,51,25,16,21,33,3,5,0,4,0,46,0,3,0,67,34,0,1,0,6,6,36,6,51,12,33,21,1,1,15,msn.foxsports.com
Text0744,http://msn.foxsports.com/golf/story/rory-mcilroy-ambitious-plans-after-player-of-year-honors-120412,1,840,58,13,24,82,3,11,81,45,6,3,0,11,140,1,0,34,1,4,42,14,47,2,0,1,0,26,0,14,23,20,15,6,29,1,8,0,4,0,28,0,3,0,36,52,0,2,0,4,8,29,11,23,14,29,6,0,1,30,msn.foxsports.com
Text0745,http://uk.eurosport.yahoo.com/news/formula-1-drivers-hint-pitstops-2013-192656296.html,1,112,4,3,0,8,0,2,12,8,0,0,0,0,41,0,0,6,0,0,5,0,3,0,0,0,2,2,0,0,11,2,0,2,0,0,0,0,0,0,4,8,0,0,10,3,0,0,0,2,0,3,0,11,0,0,2,1,1,9,uk.eurosport.yahoo.com
Text0746,http://www.nba.com/pistons/features/blaha_120301.html,1,888,50,22,6,88,2,13,80,53,2,2,0,11,143,0,0,43,2,1,66,20,61,5,0,4,0,39,0,11,10,10,12,33,46,1,3,0,8,0,40,0,0,0,52,22,1,0,0,1,23,52,9,10,11,46,33,1,1,16,www.nba.com
Text0747,http://msn.foxsports.com/nba/story/Los-Angeles-Clippers-season-preview-Lamar-Odom-Jamal-Crawford-Chris-Paul-Blake-Griffin-102812,1,1104,56,24,13,112,6,11,117,65,4,4,0,16,220,7,0,60,3,8,41,19,38,1,1,5,0,24,0,6,33,28,26,28,34,4,12,1,6,0,35,0,2,0,44,58,0,0,0,4,1,41,10,33,6,34,28,1,1,28,msn.foxsports.com
Text0748,http://www.foxsportsnorth.com/12/30/12/Peterson-didnt-get-record-but-earned-MVP/msn_landing.html?amp%3BfeedID=5930&blockID=842443,1,1494,67,25,43,173,1,18,168,92,5,6,0,12,291,6,0,92,1,0,56,33,55,3,6,6,12,25,0,12,90,35,28,15,18,11,13,0,11,0,33,13,7,0,65,80,1,9,0,2,4,57,20,90,12,18,15,1,1,18,www.foxsportsnorth.com
Text0749,http://msn.foxsports.com/nfl/story/concussion-talk-muted-by-great-season-but-dangers-remain-junior-seau-dave-duerson-robert-griffin-iii-adrian-peterson-010313,1,1175,75,32,20,102,3,15,132,77,8,3,0,11,212,3,0,64,0,3,57,27,74,3,4,7,0,32,0,9,60,20,27,15,29,4,9,0,13,0,30,4,5,0,59,55,0,0,0,30,0,29,18,60,9,29,15,1,1,17,msn.foxsports.com
Text0750,http://www.athleticka.net/2013/02/14/kevin-garnett-will-this-season-be-his-last/,1,473,34,11,5,43,1,5,53,28,1,0,0,10,111,0,0,32,0,1,7,14,16,0,0,2,0,12,0,3,15,10,15,6,14,3,2,0,2,0,18,0,6,0,14,12,0,4,0,2,3,12,1,15,3,14,6,1,1,21,www.athleticka.net
Text0751,http://www.dailystar.co.uk/posts/view/295382/David-Moyes-ready-for-a-Roman-empire-at-Chelsea,1,374,11,6,4,34,0,2,43,25,0,0,0,6,110,0,0,15,0,9,6,7,13,0,0,1,0,10,0,3,1,7,8,1,17,1,2,0,0,0,9,0,0,0,15,14,0,1,0,0,0,12,0,1,3,17,1,1,1,24,www.dailystar.co.uk
Text0752,http://www.foxsportssouth.com/01/17/13/Ring-or-not-Gonzalezs-legacy-is-secure/msn_landing.html?amp%3BfeedID=4354&blockID=850975,1,882,70,22,11,88,3,12,81,55,1,4,0,7,199,6,0,35,0,0,39,17,55,0,0,0,6,23,0,5,26,13,16,24,44,3,4,0,9,0,34,11,1,0,49,26,1,1,0,7,6,36,5,26,5,44,24,1,1,16,www.foxsportssouth.com
Text0753,http://www.dailystar.co.uk/football/view/299402/Arsenal-boss-Arsene-Wenger-reveals-fury-at-contract-reports/,1,238,17,3,4,19,0,7,27,13,1,1,0,2,67,1,0,19,0,0,7,5,7,0,0,1,1,5,0,2,10,8,4,2,7,1,0,0,0,0,3,7,0,0,17,6,0,2,0,0,0,11,2,10,2,7,2,1,1,12,www.dailystar.co.uk
Text0754,http://msn.foxsports.com/foxsoccer/mls/story/mccarthy-big-stars-dominate-as-mls-progress-goes-under-the-radar-123012,1,836,50,12,8,95,0,23,92,75,5,0,0,7,185,1,0,62,1,6,11,15,35,0,0,2,0,17,0,7,34,21,8,9,13,2,2,0,1,0,37,0,2,0,41,24,0,0,0,0,0,16,5,34,7,13,9,1,1,19,msn.foxsports.com
Text0755,http://msn.foxsports.com/tennis/story/caroline-wozniacki-send-up-of-serena-williams-not-racist-121112,1,1327,82,33,5,105,3,18,139,87,2,7,0,14,233,4,0,76,2,7,77,20,70,0,0,11,0,29,0,9,55,26,25,32,44,3,9,0,6,0,51,1,8,0,71,68,0,2,0,7,9,54,9,55,9,44,32,1,1,17,msn.foxsports.com
Text0756,http://msn.foxsports.com/nascar/story/nascar-lauds-lineage-of-generation-6-car-lessons-learned-012313,1,897,36,16,19,103,1,6,104,40,4,2,0,9,155,4,0,53,0,0,55,8,56,3,0,1,0,22,0,7,41,18,12,31,16,13,2,0,7,0,28,2,0,3,30,33,4,3,0,26,5,13,9,41,7,16,31,1,1,23,msn.foxsports.com
Text0757,http://msn.foxsports.com/boxing/story/boxing-pacquiao-marquez-second-fight-blogs-112012,1,671,55,19,26,60,1,42,52,55,4,3,0,5,92,3,0,20,0,2,45,15,51,4,0,1,0,14,0,5,64,13,11,7,4,1,0,0,2,0,23,0,0,0,44,16,0,3,0,18,2,11,11,64,5,4,7,1,1,15,msn.foxsports.com
Text0758,http://msn.foxsports.com/golf/story/vinatage-tiger-woods-torrey-pines-lead-after-day-2-farmers-insurance-open-012513,1,930,46,21,32,62,4,21,105,50,5,6,0,9,123,1,0,61,0,4,41,16,63,0,0,4,0,14,0,6,41,20,23,15,31,5,6,0,9,0,28,0,3,0,40,58,5,0,0,0,2,41,11,41,6,31,15,1,1,31,msn.foxsports.com
Text0759,http://www.football365.com/profile365/8429451/Profile365-David-De-Gea-s-A-Failure...,1,636,43,19,1,60,2,4,71,66,3,2,0,6,139,0,0,26,1,0,22,13,19,0,1,1,1,14,0,5,13,18,17,7,28,6,2,0,3,0,27,7,5,1,28,35,0,1,0,1,4,18,6,13,5,28,7,1,1,15,www.football365.com
Text0760,http://www.dailystar.co.uk/motorsports/view/297578/Testing-times-for-star-Jenson-Button/,1,272,17,7,7,19,0,0,29,23,0,2,0,2,70,3,0,13,0,4,11,3,13,0,0,7,0,4,0,1,19,3,5,4,2,2,1,0,1,0,7,1,0,0,11,7,0,1,0,4,0,9,2,19,1,2,4,0,1,22,www.dailystar.co.uk
Text0761,http://www.nba.com/pistons/features/blaha_110119.html,1,955,59,19,10,101,3,21,92,47,2,2,0,14,150,0,0,41,1,1,88,11,52,1,1,5,0,17,0,12,23,11,23,29,50,3,9,0,13,0,35,0,0,0,46,43,0,0,0,4,14,58,6,23,12,50,29,1,1,19,www.nba.com
Text0762,http://www.dailystar.co.uk/motorsports/view/291466/Luca-di-Montezemolo-It-s-quitting-time-for-Bernie-Ecclestone/,1,333,20,7,9,28,0,13,28,16,0,1,0,7,67,2,0,5,0,4,9,4,22,0,0,1,0,7,0,3,11,2,5,4,16,0,5,0,2,0,8,0,1,0,13,18,0,5,0,3,2,5,1,11,3,16,4,1,1,33,www.dailystar.co.uk
Text0763,http://www.nba.com/pistons/features/blaha_120209.html,1,710,46,20,4,77,3,3,66,48,1,3,0,9,107,0,0,32,1,0,51,6,50,3,0,2,0,29,1,6,41,20,9,16,15,6,6,1,1,0,30,0,1,0,29,26,0,0,0,7,8,35,7,41,6,15,16,1,1,22,www.nba.com
Text0764,http://msn.foxsports.com/nba/story/portland-trail-blazers-damian-lillard-gm-neil-olshey-right-direction-122012,1,1239,76,36,40,130,1,7,136,89,4,9,0,13,281,8,0,56,1,12,36,22,63,0,0,5,0,24,0,10,44,15,22,9,36,7,3,0,7,0,44,0,1,0,61,61,0,0,0,0,7,32,13,44,10,36,9,1,1,17,msn.foxsports.com
Text0765,http://msn.foxsports.com/nfl/story/super-bowl-xlvii-caps-long-comeback-for-new-orleans-after-hurricane-katrina-san-francisco-49ers-baltimore-ravens-012613,1,2191,123,50,54,224,7,15,239,160,8,4,0,26,347,5,0,111,3,20,91,25,112,5,2,9,0,60,0,10,90,46,50,29,50,10,18,0,12,0,79,1,5,0,61,130,4,5,0,25,12,33,19,90,10,50,29,1,1,56,msn.foxsports.com
Text0766,http://www.dailystar.co.uk/motorsports/view/297912/Flat-out-Felipe-s-top-dog-/,1,214,11,7,5,20,0,8,20,20,0,0,0,1,56,0,0,7,0,5,5,2,7,0,0,1,0,4,0,0,9,6,5,3,2,0,0,0,0,0,5,0,0,0,10,9,0,2,0,3,0,3,0,9,0,2,3,1,1,23,www.dailystar.co.uk
Text0767,http://www.foxsportstennessee.com/01/23/13/Mason-an-ideal-fit-for-Preds-during-comp/landing_predators.html?amp%3BfeedID=3732&blockID=853651,1,754,42,15,21,78,1,8,92,53,1,0,0,9,154,2,0,40,2,5,22,15,32,0,0,3,2,19,0,6,29,16,6,11,16,3,5,0,3,0,22,7,0,0,33,33,0,1,0,0,0,27,1,29,6,16,11,1,1,24,www.foxsportstennessee.com
Text0768,http://manutd.theoffside.com/manchester-united/tottenham-vs-man-utd-match-review-spurs-leave-it-late-at-the-lane.html,1,1084,80,23,10,120,3,22,128,70,2,2,0,13,210,0,0,17,0,2,41,13,72,6,0,6,0,27,0,9,63,11,29,12,25,2,4,0,4,0,38,0,3,1,52,79,0,0,0,5,9,21,10,63,9,25,12,1,1,18,manutd.theoffside.com
